Domain	Source Sentence	Reference Translation	Google Translate	Yandex Translate
news	አንበሳ ባንክ ዝቅተኛ ዕድገት ያሳየበትን የ351 ሚሊዮን ብር ትርፍ አስመዘገበ	Anbesa Bank least growth of 351 Milliom ETB profit recorded	Lion Bank posted a profit of 351 million birr, showing a low growth rate	Lion 351 million low bank profit growth, Asafu format
news	አልማዝ በአምስት ሺሕ ሜትር ፍጻሜ ትጠበቃለች	Almaz is awaited for the five thousand meters event	Diamond is protected by the end of five thousand meters	Thousands of the end of five Animation titles
news	የኦባማ የመቻቻል መልዕክት በትዊተር ታሪክ በበርካቶች የተወደደ ሆኗል	Obama resilient tweet gets a number of likes	Obama&#39;s message of tolerance has been favored by many in Twitter&#39;s history	History of teen Sabercats compromise the message on Twitter
news	የህዝብ ጥያቄዎችን ለመመለስ የተሿሚዎች ዝግጁነት	Candidates readiness to reply to the public questions	The readiness of agents to answer public questions	Those public questions ready
news	ካናዳ ህጻናትን ስለ ቴክኖሎጂ ፈጠራ ለማስተማር 38 ሚሊየን ዶላር መድባለች	Canada plans a 38 million dollar to enlighten children with technology creation	Canada has allocated $ 38 million to educate children about technology innovation	To teach the child about the technology, Canada has created models for the country, he 38
news	የአካል ብቃት እንቅስቃሴ ለልብ ጤንነት	physical fitness exercise for heart health	Exercise for heart health	Health and fitness activity you are
news	«የኢትዮጵያ ቀን መቁጠሪያ የማን ነው?»-ጳጉሜና የደመወዝ ናፍቆት	<to whom belongs the ethiopian Calendar?> payday eagerness	Who is the Ethiopian Calendar?	"Who is Ethiopian calendar?"-The wages pagina navigate
news	በ4 ሚሊየን ዶላር ወጪ የኤሌክትሪክ ቆጣሪ ለማምረት የሚያስችል ስምምነት ተፈረመ	a 4 million dollar contract deal to produce electric transformer is signed	An agreement to develop an electric meter for $ 4 million has been signed	To compare the electric costs 4 dollars in the country, he the signed agreement
news	“እውነት ማለት የኔ ልጅ የግጥም መጽሐፍ ዛሬ ይመረቃል	truth means My son a poetry book inaugurates today	“The truth is, my son&#39;s poetry book will be graduated today	“The truth of the book of American poetry today means
news	የጌዴኦ የአገር ሽማግሌዎች ለጠቅላይ ሚኒስትሩ አቤቱታ አቀረቡ	Gideo’s elders complain to the prime minister	Gideon&#39;s country elders complained to the prime minister	Geo the elder to the country of complaint in the Supreme
news	በጋሞጎፋ ዞን መለኮዛ ወረዳ የቤተክርስቲያን መገልገያ የነበረ ቦታ አለአግባብ በመነጠቁ ተቸግረናል…የእምነቱ ተከታዮች	we are troubled by the gamogofa region melekoza subzone church service area overtaken….faithful	We are troubled by the misuse of the church facilities in the Gamogofa Zone of Mekoza district…	Welcome bogomolova was the place of the church in Aleman electronics tachograph faith followers of semantic...
news	ከፍተኛ አመራሮች በጌዴኦ ዞን ካሉ ተፈናቃዮች ጋር ውይይት እያደረጉ ነው	higher officials in gedeo are discussing with displaced people	Senior leaders are in talks with displaced people in the Gedo region	Tornakalns for the top leadership to the geo discussion of his country or a computer
news	ሊጠቀሙባቸው የሚገቡ 8 የኮምፒውተር ቫይረስ መከላከያዎች	8 computer anti viruses that shall be used	8 computer virus barriers to use	8 virus protection the computer literature
news	የስፖርት ሚኒስትሩ ከብሔራዊ ፌዴሬሽኖች ጋር ትውውቅ አደረጉ	sport minister introduces with the national federation	The sports minister has made contact with national federations	To the sports minister in the upcoming election for the National though
news	የዙማ ሳተላይት መዳረሻ እስካሁን እንደማይታወቅ ተገለጸ	it is said that Zuma Satellite destination is not yet known	The arrival of the Zuma satellite is still unknown	Mittagessen access to the satellite from ተገለጸ
news	አንድ ግለሰብ በ12 ሚልዮን ብር ያስገነቡትን ጤና ጣብያ ለማህበረሰቡ አስረከቡ	An individual donated a health center that they built with 12 million birr.	An individual has donated to the community a site that raised $ 12 million	12 person Community Table by the assignor Ascon health
news	አዲሱ አሰልጣኝ ዋልያዎቹን ለአፍሪካ ዋንጫ ሩብ ፍጻሜ ለማድረስ ይሰራሉ	the new coach will work to take the walyas to the quarterfinals of the african cup of nations.	The new coach will work to bring the wolves to the quarterfinals of the Africa Cup of Nations	Africa Africa Cup of nations to the end of Walton state in the new quarter of management to the delivery of
news	በስብሰባ ውስጥ ያሉ ስብሰባዎች	the meetings inside the meeting	Meetings in a meeting	In the meeting, such as meetings of the
news	“እኔ የምጨነቀው ስለአፋር እንጂ ስለ ጎሳ አይደለም”	i am concerned about afar not gosa	“I care about Afar, not ethnicity”	“I am not surprised that it is not about the unchanged”
news	ሮናልዶ የኤልፍሪዶ ዴስቲፋኖን ሽልማት ተቀዳጅቷል	ronaldo matches Alfredo Destefano’s award	Ronaldo received the Elfredo Delistino Award	The trader failed DeStefano road
news	ኢትዮጵያ የዲጂታል ኢኮኖሚ ግንባታ ላይ ትኩረት ሰጥታ እየሰራች መሆኑን የኢኖቬሽንና ቴክኖሎጂ ሚኒስትር ገለጸ	the innovation and technology ministry discloses that Ethiopia is working with utmost focus on digital economy development.	The Minister of Innovation and Technology said Ethiopia is working on the digital economy	Resettle in the construction of the digital users of the technology, said Minister of finana
news	በፕሪምየር ሊጉ ቅ.ጊዮርጊስ እና ኢት.ቡና ከሜዳቸው ውጭ ነጥብ ተጋርተው ወጥተዋል	kdus Giorghis and Ethiopia Buna draw on an away premier league matches	In the Premier League, Giorgis and Istanbul both scored points from outside the box.	For the short primer.Georges and its.The point of the coffee, it was learned Beneden tomarrow
news	ኢዜአን እንደገና ለማቋቋም የቀረበው አዋጅ ጸደቀ	the proclamation to reestablish ethiopian news agency is approved	The proposal to reestablish EZ was approved	Even Mallam proclamation to the suggestion again
news	የራጃ ብላንኮስ እና ሎስ ብላንኮስ የሻምፕዮንስ ሊግ ፍጥጫ ይጠበቃል	the champions league draw between raja blankos and los blankos is highly expected	Raja Blancos and Los Blancos are expected to be the Champion League franchise	Ashampoos free blanks blanks, and that the time is protected
news	ተመራማሪዎች ካንሰርን ለማከም የሚያስችል ተስፋ ሰጪ መድሃኒት አግኝተናል እያሉ ነው…	Scientists are claiming a hope for cancer curing medicine	Researchers say they&#39;ve found a promising drug to treat cancer ...	Researchers hope to treat cancer, such as that we found some of the pharmacy provider...
news	ኡጋንዳዊቷ ምሁር ፕሮፌሰር ስቴላ ንያንዚ የአገሪቷን ፕሬዚዳንት ዩዌሪ ሙሴቪኒን አዋርደሻል በሚል የአስራ ስምንት ወራት እስር ተፈረዳባት።	Ugandan Elite professor Stela Nyanzi is sentenced eighteen months imprisonment for blackmailing the country president Yuri Musevini.	Ugandan scholar Stella Nenzi was sentenced to eighteen months in prison for defaming the country&#39;s president, Yoweri Museveni.	The ministry said the country's culturally elite Ugandan President Museveni said the other Nancy of fuel in the TerreStar atardecer eight months.
news	የቴክኖ ሞባይል በጎ ገፅታዎች	tecno mobile unique features	Tech Mobile Features	Teen and mobile phones features
news	በትዳር ውስጥ ትክክለኛ አጋር ለመሆን ይረዳዎ ዘንድ ...	To help you become a better life partner in your marriage	To help you be the right partner in marriage ...	Better to be in the right partner, that has been understood in several ...
news	ጠቅላይ ሚንስትር ዶክተር አብይ አህመድ ለፈረንሳዩ ፕሬዝዳንት ኢማኑኤል ማክሮን አቀባበል አደረጉ	Prime Minister Dr. Abiy Ahmed receives France President Emanuel Macron	Prime Minister Dr. Abhi Ahmed welcomed French President Emmanuel Macron	Minister president of the Supreme Father Emmanuel for the macro reference in the
news	ኤክሳይዝ ታክስ ረቂቅ አዋጁ ‘ኢኮኖሚውን ይጎዳል’ የሚል ቅሬታ ቢቀርብበትም የገንዘብ ሚኒስቴር ግን...	Even if the Excise tax fine proclamation is criticised for demolishing the economy, yet the Finance Ministry...	Although the Excise Tax Draft Proclamation is said to &#39;hurt the economy&#39;, the Ministry of Finance ...	Access the draft tax ‘the legal environment’, but the financial security of the Ministry of the...
news	እየተካሄደ ያለውን ለውጥ ማጠናከር እንዲቻል የሚዲያ ተቋማትን መደገፍ ይገባል – ጠቅላይ ሚንስትር ዶክተር...	to boost the ongoing transition media organizations need support - prime minister Dr.	We need to support media institutions in order to strengthen the ongoing change - Prime Minister Dr ...	In order to make a change, part of the said by the media in Ethiopia – the minister the Prime Minister...
